,City,State,Country,Latitude,Longitude,discount,New_price
732,Chamonix-Mont-Blanc,Rhone-Alpes,France,45.9166667,6.866666700000001,0.5,600.0
733,Gingins,Vaud,Switzerland,46.4,6.1833333,0.5,600.0
734,Boca Raton                  ,FL,United States,26.35833,-80.08333,0.5,600.0
735,Chaska                      ,MN,United States,44.78944,-93.60194,0.5,600.0
736,Hghlnds Ranch               ,CO,United States,39.61333,-105.01611000000001,0.5,600.0
737,Atlanta                     ,GA,United States,33.74889,-84.38806,0.5,600.0
738,Tenafly                     ,NJ,United States,40.92528,-73.96333,0.5,600.0
739,Aberdeen,Scotland,United Kingdom,57.1333333,-2.1,0.5,600.0
740,Djurgarden,Stockholm,Sweden,59.3166667,18.1166667,0.5,600.0
741,Nashville                   ,TN,United States,36.16583,-86.78444,0.5,600.0
742,Munich,Bayern,Germany,48.15,11.583333300000001,0.5,600.0
743,Utrecht,Utrecht,Netherlands,52.0833333,5.133333299999999,0.5,1800.0
744,Boyceville                  ,WI,United States,45.04361,-92.04083,0.5,600.0
745,Basauri,Pais Vasco,Spain,43.0166667,-2.4,0.5,600.0
746,Melbourne,Victoria,Australia,-37.8166667,144.9666667,0.5,600.0
747,Kemerburgaz,Istanbul,Turkey,41.1594444,28.9127778,0.5,600.0
748,Worcester,England,United Kingdom,52.2,-2.2,0.5,600.0
749,Thurles,Tipperary,Ireland,52.6819444,-7.802222200000001,0.5,600.0
750,Den Haag,Zuid-Holland,Netherlands,52.0833333,4.3,0.5,600.0
751,Cos Cob                     ,CT,United States,41.03333,-73.6,0.5,600.0
752,Bern,Bern,Switzerland,46.9166667,7.4666667,0.5,1800.0
753,Leicester,England,United Kingdom,52.6333333,-1.1333333,0.5,600.0
754,Cornwall,Ontario,Canada,45.0166667,-74.7333333,0.5,600.0
755,Sterling                    ,VA,United States,39.00611,-77.42889,0.5,1800.0
756,Cork,Cork,Ireland,51.898611100000004,-8.495833300000001,0.5,600.0
757,Mount Forest,Ontario,Canada,43.966666700000005,-80.7333333,0.5,600.0
758,Ridgefield                  ,CT,United States,41.28139,-73.49861,0.5,600.0
759,Porto Alegre,Rio Grande do Sul,Brazil,-30.0333333,-51.2,0.5,600.0
760,Cartierville,Quebec,Canada,45.533333299999995,-73.7166667,0.5,600.0
761,Stuttgart,Baden-Wurttemberg,Germany,48.7666667,9.183333300000001,0.5,600.0
762,Manhattan                   ,NY,United States,40.71417,-74.00639,0.5,600.0
763,Sneem,Kerry,Ireland,51.8333333,-9.9,0.5,600.0
764,Alpharetta                  ,GA,United States,34.07528,-84.29417,0.5,600.0
765,Sainte-Therese-de-Blainville,Quebec,Canada,45.6333333,-73.85,0.5,600.0
766,Germantown                  ,TN,United States,35.08667,-89.81,0.5,600.0
767,Castleknock,Dublin,Ireland,53.3786111,-6.3922222,0.5,600.0
768,Hono                        ,HI,United States,21.30694,-157.85833,0.5,600.0
769,New Rochelle                ,NY,United States,40.911390000000004,-73.78278,0.5,600.0
770,Calgary,Alberta,Canada,51.0833333,-114.08333329999999,0.5,600.0
771,South Waterford             ,ME,United States,44.1786,-70.7164,0.5,600.0
772,Washington Township         ,OH,United States,39.75889,-84.19167,0.5,600.0
773,Guelph,Ontario,Canada,43.55,-80.25,0.5,600.0
774,Bunbury,Western Australia,Australia,-33.3333333,115.63333329999999,0.5,1800.0
775,Mettlach,Saarland,Germany,49.5,6.6,0.5,600.0
776,Oberwil,Basel-Country,Switzerland,47.5166667,7.55,0.5,600.0
777,Beykoz,Istanbul,Turkey,41.14388889999999,29.090555600000005,0.5,600.0
778,Arc-et-Senans,Franche-Comte,France,47.033333299999995,5.7666667,0.5,600.0
779,Grossbodungen,Thuringia,Germany,51.466666700000005,10.5,0.5,600.0
780,Bruxelles,Brussels (Bruxelles),Belgium,50.8333333,4.3333333,0.5,600.0
781,Kilcornan,Limerick,Ireland,52.6166667,-8.883333300000002,0.5,600.0
782,Wilmington                  ,NC,United States,34.225559999999994,-77.945,0.5,600.0
783,Aix-en-Provence,Provence-Alpes-Cote d'Azur,France,43.533333299999995,5.4333333,0.5,600.0
784,Lidingo,Stockholm,Sweden,59.3666667,18.1333333,0.5,1800.0
785,Edmonton,Alberta,Canada,53.55,-113.5,0.5,600.0
786,Antibes,Provence-Alpes-Cote d'Azur,France,43.5833333,7.116666700000001,0.5,600.0
787,Seattle                     ,WA,United States,47.606390000000005,-122.33083,0.5,600.0
788,Rowayton                    ,CT,United States,41.1175,-73.40833,0.5,600.0
789,Simcoe,Ontario,Canada,42.8333333,-80.3,0.5,600.0
790,Lebanon                     ,PA,United States,40.34083,-76.41167,0.5,600.0
791,Birkdale,Queensland,Australia,-27.483333299999998,153.2166667,0.5,600.0
792,Brisbane,Queensland,Australia,-27.5,153.0166667,0.5,600.0
793,Strasbourg,Alsace,France,48.5833333,7.75,0.5,600.0
794,Suchdol,Prague,Czech Republic,50.1333333,14.383333300000002,0.5,600.0
795,Stuttgart,Baden-Wurttemberg,Germany,48.7666667,9.183333300000001,0.5,600.0
796,Villanova                   ,PA,United States,40.03722,-75.34944,0.5,1800.0
797,Norrkoping,Ostergotland,Sweden,58.6,16.1833333,0.5,1800.0
798,Zumikon,Zurich,Switzerland,47.3333333,8.616666699999998,0.5,600.0
799,Balgach,St Gallen,Switzerland,47.4166667,9.6,0.5,1800.0
800,Las Vegas                   ,NV,United States,36.175,-115.13638999999999,0.5,600.0
801,Prague,Central Bohemia,Czech Republic,50.0833333,14.4666667,0.5,1800.0
802,Warwick                     ,NY,United States,41.25639,-74.36028,0.5,600.0
803,Silver Spring               ,MD,United States,38.990559999999995,-77.02639,0.5,1800.0
804,Sacramento                  ,CA,United States,38.58167,-121.49333,0.5,600.0
805,Blarney,Cork,Ireland,51.9333333,-8.566666699999999,0.5,600.0
806,Ballyneety,Limerick,Ireland,52.5961111,-8.546944400000001,0.5,600.0
807,Haymarket                   ,VA,United States,38.81194,-77.63667,0.5,600.0
808,George Town, ,Cayman Isls,19.3,-81.3833333,0.5,600.0
809,Scottsdale                  ,AZ,United States,33.509170000000005,-111.89833,0.5,600.0
810,Cambridge                   ,MA,United States,42.375,-71.10611,0.5,600.0
811,Chalfont Saint Peter,England,United Kingdom,51.6,-0.55,0.5,600.0
812,Birmingham,England,United Kingdom,52.466666700000005,-1.9166667000000002,0.5,600.0
813,Den Haag,Zuid-Holland,Netherlands,52.0833333,4.3,0.5,600.0
814,Den Haag,Zuid-Holland,Netherlands,52.0833333,4.3,0.5,3750.0
815,Newmarket,Cork,Ireland,52.216666700000005,-9.0,0.5,600.0
816,Irpin',Kiev,Ukraine,50.5166667,30.25,0.5,600.0
817,Grosseto,Tuscany,Italy,42.7666667,11.133333300000002,0.5,600.0
818,Pembroke Pines              ,FL,United States,26.01083,-80.14972,0.5,600.0
819,Waterford,Ontario,Canada,42.9333333,-80.2833333,0.5,600.0
820,Carouge,Geneve,Switzerland,46.1833333,6.133333299999999,0.5,1800.0
821,Chester                     ,CT,United States,41.403059999999996,-72.45139,0.5,600.0
822,Reston                      ,VA,United States,38.96861,-77.34139,0.5,600.0
823,Milan,Lombardy,Italy,45.466666700000005,9.2,0.5,600.0
824,Vancouver,British Columbia,Canada,49.25,-123.13333329999999,0.5,600.0
825,Alpharetta                  ,GA,United States,34.07528,-84.29417,0.5,600.0
826,Ringgold                    ,GA,United States,34.91583,-85.10916999999999,0.5,600.0
827,Wall                        ,NJ,United States,40.1478,-74.2133,0.5,600.0
828,Powell River,British Columbia,Canada,49.8833333,-124.55,0.5,1800.0
829,Huntington Beach            ,CA,United States,33.66028,-117.99833000000001,0.5,1800.0
830,Los Gatos                   ,CA,United States,37.22667,-121.97361000000001,0.5,600.0
831,Oslo,Oslo,Norway,59.9166667,10.75,0.5,1800.0
832,Oxford,England,United Kingdom,51.75,-1.25,0.5,600.0
833,Alexandria                  ,VA,United States,38.80472,-77.04722,0.5,600.0
834,Rome,Lazio,Italy,41.9,12.483333300000002,0.5,600.0
835,Random Lake                 ,WI,United States,43.55222,-87.96167,0.5,600.0
836,San Francisco               ,CA,United States,37.775,-122.41833000000001,0.5,600.0
837,Baluan,General Santos,Philippines,6.103611099999999,125.2163889,0.5,600.0
838,Brussels,Brussels (Bruxelles),Belgium,50.8333333,4.3333333,0.5,600.0
839,Bedford Corners             ,NY,United States,41.20417,-73.7275,0.5,600.0
840,Istanbul,Istanbul,Turkey,41.0186111,28.9647222,0.5,600.0
841,Hilversum,Noord-Holland,Netherlands,52.2333333,5.1833333,0.5,1800.0
842,Milford                     ,ME,United States,44.94611,-68.64444,0.5,600.0
843,Vancouver,British Columbia,Canada,49.25,-123.13333329999999,0.5,600.0
844,Kidderminster,England,United Kingdom,52.3833333,-2.25,0.5,600.0
845,Lausanne,Vaud,Switzerland,46.533333299999995,6.6666667,0.5,1800.0
846,Claygate,England,United Kingdom,51.35,-0.35,0.5,600.0
847,Laasby,Arhus,Denmark,56.15,9.816666699999999,0.5,600.0
848,Budaors,Pest,Hungary,47.45,18.966666699999998,0.5,600.0
849,London,England,United Kingdom,51.52721,0.14559,0.5,600.0
850,Santo Domingo City,Distrito Nacional,Dominican Republic,18.466666699999998,-69.9,0.5,600.0
851,Croton On Hudson            ,NY,United States,41.2219,-73.887,0.5,600.0
852,Vespasiano,Minas Gerais,Brazil,-19.6666667,-43.9166667,0.5,600.0
853,Nashville                   ,TN,United States,36.16583,-86.78444,0.5,600.0
854,Ottawa,Ontario,Canada,45.4166667,-75.7,0.5,600.0
855,Naples                      ,FL,United States,26.14167,-81.795,0.5,600.0
856,Bridgewater                 ,NJ,United States,40.5945,-74.6244,0.5,600.0
857,Washington                  ,DC,United States,38.895,-77.03667,0.5,1800.0
858,Hagen,Lorraine,France,49.5,6.1666667,0.5,600.0
859,Taicheng,Guangdong,China,22.25,112.78333329999998,0.5,600.0
860,Groningen,Groningen,Netherlands,53.216666700000005,6.55,0.5,600.0
861,Villars,Vaud,Switzerland,46.3,7.05,0.5,600.0
862,Huntersville                ,NC,United States,35.41056,-80.84306,0.5,600.0
863,Cartersburg                 ,IN,United States,39.698609999999995,-86.46361,0.5,1800.0
864,Flower Mound                ,TX,United States,33.01444,-97.09666999999999,0.5,600.0
865,Rochester                   ,MI,United States,42.68056,-83.13389000000001,0.5,600.0
866,Dubai,Dubayy,United Arab Emirates,25.2522222,55.28,0.5,600.0
867,Langnau,Zurich,Switzerland,47.283333299999995,8.5333333,0.5,1800.0
868,Mission,British Columbia,Canada,49.1333333,-122.3,0.5,1800.0
869,Columbus                    ,OH,United States,39.96111,-82.99889,0.5,600.0
870,Clondalkin,Dublin,Ireland,53.324444400000004,-6.3972222,0.5,1800.0
871,Harold's Cross,Dublin,Ireland,53.3263889,-6.2947222,0.5,600.0
872,Sag Harbor                  ,NY,United States,40.99778,-72.29306,0.5,600.0
873,San Diego                   ,CA,United States,32.71528,-117.15638999999999,0.5,600.0
874,Wilmington                  ,DE,United States,39.74583,-75.54694,0.5,600.0
875,Toronto,Ontario,Canada,43.6666667,-79.41666670000001,0.5,1800.0
876,Issaquah                    ,WA,United States,47.61056,-122.19944,0.5,600.0
877,Phuket,Phuket,Thailand,7.883333299999999,98.4,0.5,600.0
878,Athina,Attiki,Greece,37.9833333,23.7333333,0.5,600.0
879,Geneve,Geneve,Switzerland,46.2,6.1666667,0.5,600.0
880,Chichester,England,United Kingdom,50.8333333,-0.7833333,0.5,600.0
881,Massagno,Ticino,Switzerland,46.0166667,8.95,0.5,600.0
882,Cardiff,Wales,United Kingdom,51.5,-3.2,0.5,600.0
883,Ferney-Voltaire,Rhone-Alpes,France,46.25,6.116666700000001,0.5,1800.0
884,Mableton                    ,GA,United States,33.81861,-84.5825,0.5,1800.0
885,San Diego                   ,CA,United States,32.71528,-117.15638999999999,0.5,600.0
886,La Louviere,Hainaut,Belgium,50.466666700000005,4.1833333,0.5,600.0
887,Minneapolis                 ,MN,United States,44.98,-93.26361,0.5,600.0
888,Mafra,Santa Catarina,Brazil,-26.1180556,-49.8016667,0.5,600.0
889,Ashford,England,United Kingdom,51.1333333,0.8833333000000001,0.5,600.0
890,Edmonton,Alberta,Canada,53.55,-113.5,0.5,600.0
891,London,England,United Kingdom,51.52721,0.14559,0.5,600.0
892,Lucca,Tuscany,Italy,43.8333333,10.483333300000002,0.5,600.0
893,Perth,Western Australia,Australia,-31.933333299999997,115.83333329999999,0.5,600.0
894,Arlington                   ,VA,United States,38.89028,-77.08444,0.5,1800.0
895,Calgary,Alberta,Canada,51.0833333,-114.08333329999999,0.5,600.0
896,Chiefland                   ,FL,United States,29.47472,-82.86,0.5,600.0
897,Stavenger,Rogaland,Norway,58.966666700000005,5.75,0.5,600.0
898,Begnins,Vaud,Switzerland,46.4333333,6.25,0.5,1800.0
899,Newton                      ,MA,United States,42.336940000000006,-71.20971999999999,0.5,600.0
900,Den Haag,Zuid-Holland,Netherlands,52.0833333,4.3,0.5,600.0
901,Berikon,Aargau,Switzerland,47.35,8.3833333,0.5,1800.0
902,Santa Barbaraa,Heredia,Costa Rica,10.0333333,-84.15,0.5,600.0
903,Churra,Murcia,Spain,38.0166667,-1.1333333,0.5,600.0
904,Castle Rock                 ,CO,United States,39.37222,-104.85556,0.5,600.0
905,Zug,Zug,Switzerland,47.1666667,8.516666699999998,0.5,600.0
906,Ashford,England,United Kingdom,51.1,-4.1,0.5,600.0
907,Rockville                   ,MD,United States,39.083890000000004,-77.15306,0.5,600.0
908,Madrid,Madrid,Spain,40.4,-3.6833332999999997,0.5,600.0
909,Aasgaardstrand,Vestfold,Norway,59.3488889,10.4675,0.5,600.0
910,Milano,Lombardy,Italy,45.466666700000005,9.2,0.5,600.0
911,Anieres,Geneve,Switzerland,46.283333299999995,6.2166667,0.5,600.0
912,Fresno                      ,TX,United States,29.53861,-95.44722,0.5,3750.0
913,Fresno                      ,TX,United States,29.53861,-95.44722,0.5,600.0
914,Warwick,Quebec,Canada,45.95,-71.9833333,0.5,600.0
915,Watford,England,United Kingdom,51.6666667,-0.4,0.5,600.0
916,Waterford,Waterford,Ireland,52.2583333,-7.1119444000000005,0.5,600.0
917,Pruszkow,Mazowieckie,Poland,52.1666667,20.8333333,0.5,600.0
918,Hamilton,Hamilton,Bermuda,32.2941667,-64.7838889,0.5,600.0
919,Ottawa,Ontario,Canada,45.4166667,-75.7,0.5,1800.0
920,Montgomery                  ,TX,United States,30.38806,-95.69611,0.5,600.0
921,Tokyo,Tokyo,Japan,35.685,139.7513889,0.5,600.0
922,Manteno                     ,IL,United States,41.25056,-87.83139,0.5,600.0
923,Benoni,Gauteng,South Africa,-26.1833333,28.316666700000003,0.5,600.0
924,Winter Haven                ,FL,United States,28.02194,-81.73306,0.5,1800.0
925,Tranby,Buskerud,Norway,59.8166667,10.25,0.5,600.0
926,Cork,Cork,Ireland,51.898611100000004,-8.495833300000001,0.5,600.0
927,Fort Lauderdale             ,FL,United States,26.12194,-80.14361,0.5,600.0
928,Cranberry Twp               ,PA,United States,40.694720000000004,-80.13110999999999,0.5,1800.0
929,Arlington                   ,VA,United States,38.89028,-77.08444,0.5,600.0
930,Lake Ronkonkoma,NY,United States,40.835,-73.13167,0.5,600.0
931,Alexandria                  ,VA,United States,38.80472,-77.04722,0.5,600.0
932,Lipari,Sicilia,Italy,38.466666700000005,14.95,0.5,3750.0
933,Lipari,Sicilia,Italy,38.466666700000005,14.95,0.5,3750.0
934,Lipari,Sicilia,Italy,38.466666700000005,14.95,0.5,600.0
935,Bluffton                    ,SC,United States,32.236940000000004,-80.86055999999999,0.5,600.0
936,Winter Spgs                 ,FL,United States,28.69861,-81.30833,0.5,600.0
937,Chelmsford                  ,MA,United States,42.59972,-71.36778000000001,0.5,600.0
938,Cabinteely,Dublin,Ireland,53.2594444,-6.1447222,0.5,600.0
939,Toronto,Ontario,Canada,43.6666667,-79.41666670000001,0.5,1800.0
940,Cincinnati                  ,OH,United States,39.16194,-84.45694,0.5,600.0
941,Houston                     ,TX,United States,29.76306,-95.36306,0.5,600.0
942,Rodeo                       ,CA,United States,38.01722,-122.2875,0.5,600.0
943,Poughkeepsie                ,NY,United States,41.70028,-73.92139,0.5,600.0
944,Cincinnati                  ,OH,United States,39.16194,-84.45694,0.5,600.0
945,North Eastham               ,MA,United States,41.865,-69.99167,0.5,600.0
946,Sitka                       ,AK,United States,57.053059999999995,-135.33,0.5,1800.0
947,Carcross,Yukon Territory,Canada,60.1833333,-134.7166667,0.5,1800.0
948,Taby,Stockholm,Sweden,59.5,18.05,0.5,600.0
949,Calgary,Alberta,Canada,51.0833333,-114.08333329999999,0.5,1800.0
950,Alcobendas,Madrid,Spain,40.533333299999995,-3.6333333,0.5,600.0
951,Chicago                     ,IL,United States,41.85,-87.65,0.5,1800.0
952,Sammamish                   ,WA,United States,47.641940000000005,-122.07916999999999,0.5,600.0
953,Waiau Pa,Auckland,New Zealand,-37.1333333,174.75,0.5,600.0
954,Ewa Beach                   ,HI,United States,21.31556,-158.00722,0.5,600.0
955,Statesville                 ,NC,United States,35.7825,-80.8875,0.5,600.0
956,Kapaa                       ,HI,United States,22.078329999999998,-159.32193999999998,0.5,600.0
957,Burbank                     ,CA,United States,34.18083,-118.30806000000001,0.5,600.0
958,Oegstgeest,Zuid-Holland,Netherlands,52.1833333,4.4666667,0.5,1800.0
959,Blackrock,Dublin,Ireland,53.3030556,-6.183055599999999,0.5,600.0
960,WalcProduct3ee,Tyrol,Austria,47.65,12.316666699999999,0.5,1800.0
961,Foxrock,Dublin,Ireland,53.2666667,-6.1741667,0.5,600.0
962,Hilton Head                 ,SC,United States,32.21611,-80.75278,0.5,1800.0
963,Valley Center               ,CA,United States,33.21833,-117.03333,0.5,3750.0
964,Swampscott                  ,MA,United States,42.47083,-70.91806,0.5,1800.0
965,Edinburgh,Scotland,United Kingdom,55.95,-3.2,0.5,600.0
966,San Antonio                 ,TX,United States,29.423890000000004,-98.49333,0.5,600.0
967,Bristol                     ,RI,United States,41.67694,-71.26666999999999,0.5,600.0
968,Perth,Western Australia,Australia,-31.933333299999997,115.83333329999999,0.5,1800.0
969,Greenville                  ,TX,United States,33.138329999999996,-96.11055999999999,0.5,600.0
970,Pls Vrds Est                ,CA,United States,33.80056,-118.38917,0.5,600.0
971,Hradec Kralove,East Bohemia,Czech Republic,50.2116667,15.844166699999999,0.5,600.0
972,Maidstone,England,United Kingdom,51.2666667,0.5166667,0.5,600.0
973,Saint Albans,England,United Kingdom,51.75,-0.3333333,0.5,600.0
974,Voluntari,Bucuresti,Romania,44.466666700000005,26.1333333,0.5,600.0
975,Nadur, ,Malta,36.0377778,14.294166699999998,0.5,600.0
976,Morrison                    ,CO,United States,39.65361,-105.19056,0.5,600.0
977,Cobham,England,United Kingdom,51.3833333,0.4,0.5,600.0
978,Izmir,Izmir,Turkey,38.4072222,27.150277799999998,0.5,600.0
979,Hollywood                   ,CA,United States,34.09833,-118.32583000000001,0.5,600.0
980,Brighton,England,United Kingdom,50.8333333,-0.15,0.5,600.0
981,Hawera,Taranaki,New Zealand,-39.591666700000005,174.2833333,0.5,600.0
982,Worongary,Queensland,Australia,-28.05,153.35,0.5,600.0
983,Atlantida,Guatemala,Guatemala,14.65,-90.4833333,0.5,600.0
984,El Escorial,Madrid,Spain,40.5833333,-4.116666700000001,0.5,600.0
985,Morrison                    ,CO,United States,39.65361,-105.19056,0.5,600.0
986,Augusta                     ,GA,United States,33.51722,-82.07583000000001,0.5,600.0
987,Avalon,New South Wales,Australia,-33.6333333,151.33333330000002,0.5,1800.0
988,Sydney,New South Wales,Australia,-33.8833333,151.2166667,0.5,1800.0
989,Lahti,Etela-Suomen Laani,Finland,60.966666700000005,25.6666667,0.5,600.0
990,Inner City,Vienna,Austria,48.216666700000005,16.3666667,0.5,600.0
991,Baden,Aargau,Switzerland,47.466666700000005,8.3,0.5,600.0
992,Huddersfield,England,United Kingdom,53.65,-1.7833332999999998,0.5,1800.0
993,Belfast,Northern Ireland,United Kingdom,54.5833333,-5.9333333,0.5,600.0
994,Black River,Black River,Mauritius,-20.360277800000002,57.366111100000005,0.5,1800.0
995,Skaneateles                 ,NY,United States,42.946940000000005,-76.42944,0.5,3750.0
996,Haverhill,England,United Kingdom,52.0833333,0.4333333,0.5,600.0
997,Madison                     ,WI,United States,43.07306,-89.40111,0.5,600.0
